step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.81318002758923,0,0.0,0.961118616723487,0,0.0
10.0,0,0.0,0.0,12.855653653074558,0,0.0,0.9336043487622986,0,0.0
15.0,1,1.0,0.058823529411764705,11.652358002890525,1,1.0,0.8168812845307526,1,1.0
20.0,3,9.0,0.45,10.645482863514129,3,9.0,0.7014564673572632,3,9.0
25.0,1,1.0,0.043478260869565216,7.59711996015117,1,6.0,0.5096950660798247,1,6.0
30.0,3,14.0,0.5185185185185185,9.504638790057577,3,14.0,0.6674269106254129,3,14.0
35.0,2,6.0,0.1935483870967742,8.298557283685252,2,14.0,0.5377877082099115,2,14.0
40.0,7,31.0,0.9117647058823529,8.02496271242816,7,31.0,0.5005665828712119,7,31.0
45.0,7,24.0,0.6666666666666666,6.971220447352981,7,53.0,0.4137964779620396,7,53.0
50.0,5,23.0,0.5897435897435898,6.8920878419836455,5,52.0,0.37366076095519835,5,52.0
55.0,7,19.0,0.48717948717948717,5.623144414095974,7,70.0,0.29083511448831745,7,70.0
60.0,10,51.0,1.3421052631578947,5.271266564495456,10,91.0,0.2620066091602876,10,91.0
65.0,13,57.0,1.3902439024390243,5.147505909213436,13,122.0,0.2750242619371653,13,122.0
70.0,11,43.0,1.048780487804878,5.638364704570609,11,128.0,0.2633217693186949,11,128.0
75.0,7,18.0,0.4,6.24899334719292,7,137.0,0.3473877893827585,7,137.0
80.0,7,27.0,0.574468085106383,5.670575320048585,7,137.0,0.301978741693384,7,137.0
85.0,10,30.0,0.625,4.521569566411255,10,147.0,0.2129914223606808,10,147.0
90.0,13,47.0,0.94,4.713595740548924,13,148.0,0.21490602069177828,13,148.0
95.0,12,36.0,0.7058823529411765,3.5695833988380365,12,179.0,0.15563744254088502,12,179.0
100.0,14,44.0,0.8461538461538461,4.107725103072923,14,199.0,0.18993404768051372,14,199.0
105.0,15,50.0,0.9433962264150944,2.966726505458894,15,234.0,0.11796401150792454,15,234.0
110.0,15,58.0,1.0545454545454545,4.1342833850866825,15,237.0,0.17683699037260206,15,237.0
115.0,15,48.0,0.8888888888888888,3.3373189389444176,15,284.0,0.1327247386568644,15,284.0
120.0,16,59.0,1.0727272727272728,4.257110371601084,16,303.0,0.20086547654496473,16,303.0
125.0,11,47.0,0.8245614035087719,3.519069070193881,11,306.0,0.13628025296021715,11,306.0
130.0,13,37.0,0.5873015873015873,4.30487824025871,13,290.0,0.19822457572031946,13,290.0
135.0,13,41.0,0.6612903225806451,2.9642898815945133,13,330.0,0.13303839615861987,13,330.0
140.0,12,48.0,0.75,3.4928184424126867,12,322.0,0.1415663451714098,12,322.0
145.0,14,52.0,0.7647058823529411,3.117169181962626,14,341.0,0.13181065033061928,14,341.0
150.0,15,59.0,0.9076923076923077,3.1434299484410038,15,319.0,0.12031885499517433,15,319.0
155.0,15,45.0,0.703125,2.5455330803149154,15,356.0,0.11060957025618683,15,356.0
160.0,14,50.0,0.7246376811594203,2.947406560379707,14,368.0,0.1278042424481408,14,368.0
165.0,15,58.0,0.8285714285714286,2.795677166059413,15,382.0,0.11259530338550244,15,382.0
170.0,16,54.0,0.7941176470588235,3.111179799815452,16,360.0,0.12141157257870762,16,360.0
175.0,14,46.0,0.6666666666666666,2.754811999690399,14,377.0,0.11206935284787693,14,377.0
180.0,14,48.0,0.7058823529411765,2.971106963955926,14,382.0,0.11917490962664826,14,382.0
185.0,12,39.0,0.582089552238806,3.173110445932914,12,371.0,0.12890103574167733,12,371.0
190.0,13,38.0,0.5588235294117647,3.4040153534900837,13,318.0,0.13260783145367327,13,318.0
195.0,13,31.0,0.4626865671641791,3.0669093697223575,13,340.0,0.13184938238757735,13,340.0
200.0,13,36.0,0.5294117647058824,3.193833997202267,13,345.0,0.1323024814622109,13,345.0
205.0,12,37.0,0.5441176470588235,2.859330756645775,12,342.0,0.11859399600855505,12,342.0
