step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.407862025458252,0,0.0,0.9578807301702552,0,0.0
10.0,0,0.0,0.0,13.35004892886168,0,0.0,0.9435353788291349,0,0.0
15.0,1,2.0,0.1111111111111111,11.04932582151747,1,2.0,0.7774472860547159,1,2.0
20.0,5,19.0,0.7916666666666666,10.209171984733294,5,19.0,0.6857755283658366,5,19.0
25.0,5,44.0,1.4193548387096775,9.882401310780685,5,44.0,0.5866420211265163,5,44.0
30.0,9,83.0,2.7666666666666666,8.604411244232432,9,83.0,0.4382646684523131,9,83.0
35.0,11,137.0,4.419354838709677,7.888428015310478,11,137.0,0.32790236819149066,11,137.0
40.0,7,65.0,2.2413793103448274,7.551310423409663,7,142.0,0.38816087316661496,7,142.0
45.0,1,2.0,0.0625,8.292671434381612,1,79.0,0.5157190074439858,1,79.0
50.0,5,22.0,0.6666666666666666,9.382597915539005,5,31.0,0.5530502970428697,5,31.0
55.0,8,51.0,1.5454545454545454,8.808479711545933,8,51.0,0.4459638527169966,8,51.0
60.0,11,98.0,3.0625,8.107003196189122,11,98.0,0.39305141292473017,11,98.0
65.0,12,155.0,4.696969696969697,7.794524459333438,12,155.0,0.4075891669559482,12,155.0
70.0,14,221.0,6.5,7.211621548294064,14,221.0,0.3986449951123565,14,221.0
75.0,12,132.0,3.5675675675675675,5.733316268023554,12,233.0,0.31908378973435886,12,233.0
80.0,11,44.0,1.1282051282051282,5.569158271360398,11,187.0,0.31225937916920854,11,187.0
85.0,9,61.0,1.4878048780487805,6.013540702656712,9,122.0,0.26654503334999224,9,122.0
90.0,13,117.0,2.7209302325581395,7.119505641842875,13,142.0,0.39831551931008524,13,142.0
95.0,15,186.0,4.043478260869565,6.737180732052407,15,187.0,0.354522127363961,15,187.0
100.0,18,268.0,5.583333333333333,6.702762610740748,18,268.0,0.35773591627110574,18,268.0
105.0,21,365.0,7.76595744680851,5.5855000063491,21,365.0,0.21174899920224904,21,365.0
110.0,21,280.0,6.222222222222222,4.679174063868208,21,404.0,0.16979942068961806,21,404.0
115.0,17,126.0,3.0,5.308698338654519,17,338.0,0.18858584113006685,17,338.0
120.0,10,80.0,1.8604651162790697,7.135190392533629,10,271.0,0.35526509463265615,10,271.0
125.0,7,78.0,1.813953488372093,7.601744345503659,7,210.0,0.42071127265401936,7,210.0
130.0,9,119.0,2.7674418604651163,7.110660449591089,9,181.0,0.3744826542950903,9,181.0
135.0,13,179.0,4.261904761904762,7.348712575082511,13,186.0,0.38221979073958556,13,186.0
140.0,15,253.0,6.023809523809524,7.719901535449715,15,253.0,0.4315567942629902,15,253.0
145.0,11,133.0,3.0930232558139537,6.402366596899641,11,251.0,0.340154102918878,11,251.0
150.0,8,27.0,0.675,6.2612910310082235,8,156.0,0.3049705401948627,8,156.0
155.0,11,67.0,1.675,6.66227046141788,11,118.0,0.33589717269294894,11,118.0
160.0,13,130.0,2.9545454545454546,7.675191882905221,13,132.0,0.41475989265622715,13,132.0
