step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,4,0,0,0,4,0,0.0,0.0,13.755223490134934,0,0.0,0.9497788326092289,0,0.0
10.0,6,0,0,0,6,0,0.0,0.0,13.32890161837372,0,0.0,0.9126003133298518,0,0.0
15.0,11,0,0,0,11,0,0.0,0.0,12.127543735765602,0,0.0,0.8712718223550777,0,0.0
20.0,14,0,0,0,14,0,0.0,0.0,13.585393884070324,0,0.0,0.9473942947761911,0,0.0
25.0,17,0,0,0,17,0,0.0,0.0,11.956189211923206,0,0.0,0.808893176108109,0,0.0
30.0,16,0,1,5,21,0,4.0,0.25,10.534337856289664,1,4.0,0.6923378521767122,1,4.0
35.0,19,0,0,8,27,0,0.0,0.0,9.90475249191006,0,1.0,0.7661592262388847,0,1.0
40.0,20,0,1,10,30,0,1.0,0.05,10.066834699749617,1,1.0,0.6784254303373692,1,1.0
45.0,22,0,0,11,33,0,0.0,0.0,9.133757472281559,0,1.0,0.6134073010115066,0,1.0
50.0,22,0,3,15,37,0,6.0,0.2727272727272727,8.010753714140632,3,6.0,0.4611067160056334,3,6.0
55.0,26,0,2,17,43,0,6.0,0.23076923076923078,7.986243678503873,2,16.0,0.5144388972435636,2,16.0
60.0,26,0,1,20,46,0,2.0,0.07692307692307693,7.884821499245841,1,11.0,0.4742670532501556,1,11.0
65.0,28,0,1,23,51,0,7.0,0.25,9.059506016102983,1,7.0,0.6251637378196171,1,7.0
70.0,31,0,2,24,55,0,3.0,0.0967741935483871,8.28241598613806,2,3.0,0.5815172175062481,2,3.0
75.0,30,0,7,27,57,0,30.0,1.0,7.02465511474846,7,30.0,0.31051016647297097,7,30.0
80.0,29,0,9,32,61,0,28.0,0.9655172413793104,6.5262871678184915,9,57.0,0.29289222809795384,9,57.0
85.0,29,0,2,39,68,0,13.0,0.4482758620689655,8.796425632495476,2,49.0,0.5753579759056914,2,49.0
90.0,33,0,3,40,73,0,25.0,0.7575757575757576,10.05905726299112,3,31.0,0.6243403531335446,3,31.0
95.0,33,0,5,44,77,0,46.0,1.393939393939394,9.578479276897287,5,46.0,0.5304882417642559,5,46.0
100.0,34,0,3,48,82,0,8.0,0.23529411764705882,7.600749407964897,3,35.0,0.41979772608727883,3,35.0
105.0,33,0,7,54,87,0,30.0,0.9090909090909091,7.388521978834566,7,35.0,0.39930639926381917,7,35.0
110.0,32,0,9,58,90,0,29.0,0.90625,5.56178957942949,9,63.0,0.27889646690185926,9,63.0
115.0,31,0,6,61,92,0,24.0,0.7741935483870968,6.228445798438292,6,65.0,0.2920999747224969,6,65.0
120.0,30,0,6,64,94,0,45.0,1.5,8.061100400223136,6,59.0,0.369717543993437,6,59.0
125.0,29,0,2,68,97,0,4.0,0.13793103448275862,7.372468740231943,2,48.0,0.3865687562563665,2,48.0
130.0,27,0,7,72,99,0,26.0,0.9629629629629629,6.292155205873178,7,35.0,0.24208563411367856,7,35.0
135.0,25,0,7,76,101,0,25.0,1.0,5.86858705744917,7,55.0,0.2530602087664991,7,55.0
140.0,23,0,2,80,103,0,9.0,0.391304347826087,7.247087238380711,2,43.0,0.34713577324884864,2,43.0
145.0,27,0,2,82,109,0,3.0,0.1111111111111111,8.628709946436292,2,32.0,0.5293112270708444,2,32.0
150.0,26,0,7,84,110,0,28.0,1.0769230769230769,7.761049926499827,7,57.0,0.3616835729554993,7,57.0
155.0,25,0,7,90,115,0,25.0,1.0,5.67408721263391,7,73.0,0.32624353167608117,7,73.0
160.0,25,0,3,92,117,0,14.0,0.56,7.37731873713925,3,53.0,0.42605687658638736,3,53.0
165.0,27,0,5,93,120,0,34.0,1.2592592592592593,8.675299452116485,5,40.0,0.4727499907966873,5,40.0
170.0,25,0,3,97,122,0,6.0,0.24,7.142241512096465,3,37.0,0.3994034664576774,3,37.0
175.0,24,0,6,101,125,0,30.0,1.25,7.867490396891043,6,37.0,0.39447310384139705,6,37.0
