step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,6,0,0,0,6,0,0.0,0.0,13.437534319530295,0,0.0,0.9577389290930793,0,0.0
10.0,9,0,0,0,9,0,0.0,0.0,12.593541544205772,0,0.0,0.9243370844319388,0,0.0
15.0,15,0,0,0,15,0,0.0,0.0,10.901934932318955,0,0.0,0.8255480293186271,0,0.0
20.0,18,0,2,0,18,0,7.0,0.3888888888888889,11.35087992929225,2,7.0,0.7803678699817598,2,7.0
25.0,20,0,3,1,21,0,18.0,0.9,9.908965462741861,3,18.0,0.6173502206914386,3,18.0
30.0,19,0,6,4,23,0,41.0,2.1578947368421053,8.878653420965827,6,41.0,0.4395452705474885,6,41.0
35.0,20,0,6,7,27,0,71.0,3.55,8.672235451645097,6,71.0,0.47224840082779124,6,71.0
40.0,21,0,6,9,30,0,101.0,4.809523809523809,9.10425022837392,6,101.0,0.49768031209586827,6,101.0
45.0,23,0,6,13,36,0,131.0,5.695652173913044,8.854505961528542,6,131.0,0.5362747453764548,6,131.0
50.0,24,0,8,16,40,0,166.0,6.916666666666667,7.859032272272619,8,166.0,0.49233371297313006,8,166.0
55.0,28,0,9,17,45,0,209.0,7.464285714285714,8.30359235948313,9,209.0,0.5231363262791652,9,209.0
60.0,31,0,10,18,49,0,255.0,8.225806451612904,7.809209548171605,10,255.0,0.42277641603340477,10,255.0
65.0,27,0,11,23,50,0,308.0,11.407407407407407,5.8107344171719015,11,308.0,0.2662365040405497,11,308.0
70.0,27,0,13,25,52,0,372.0,13.777777777777779,6.020821105347001,13,372.0,0.2376238060444984,13,372.0
75.0,26,0,13,30,56,0,437.0,16.807692307692307,6.0536087562406475,13,437.0,0.28045890179202826,13,437.0
80.0,27,0,14,31,58,0,505.0,18.703703703703702,5.536216878409466,14,505.0,0.21976963736282262,14,505.0
85.0,28,0,15,34,62,0,578.0,20.642857142857142,5.81243423493036,15,578.0,0.25306232593464983,15,578.0
90.0,28,0,17,37,65,0,656.0,23.428571428571427,5.104656192599004,17,656.0,0.22538979424497538,17,656.0
95.0,29,0,18,40,69,0,744.0,25.655172413793103,4.978838211064521,18,744.0,0.25242739223168775,18,744.0
100.0,29,0,19,42,71,0,837.0,28.862068965517242,4.173404462105323,19,837.0,0.1957692674386129,19,837.0
105.0,33,0,20,43,76,0,937.0,28.393939393939394,4.679528314251232,20,937.0,0.2288991220385273,20,937.0
110.0,33,0,16,46,79,0,522.0,15.818181818181818,4.093854632225053,16,850.0,0.22290156004258624,16,850.0
115.0,36,0,10,48,84,0,108.0,3.0,5.4117261999611905,10,582.0,0.30409972787625983,10,582.0
120.0,41,0,5,48,89,0,24.0,0.5853658536585366,7.619994542548723,5,287.0,0.3958379132320731,5,287.0
125.0,39,0,5,52,91,0,36.0,0.9230769230769231,7.808868233937202,5,144.0,0.3807679284554173,5,144.0
130.0,39,0,9,58,97,0,74.0,1.8974358974358974,8.629140905194784,9,99.0,0.4989938868675973,9,99.0
135.0,38,0,12,63,101,0,129.0,3.3947368421052633,7.823617205932224,12,129.0,0.39717199424153243,12,129.0
140.0,35,0,16,69,104,0,198.0,5.6571428571428575,6.040949950060027,16,198.0,0.1879529659870909,16,198.0
145.0,31,0,19,75,106,0,289.0,9.32258064516129,3.8643041773642572,19,289.0,0.10234299557131345,19,289.0
150.0,33,0,22,80,113,0,395.0,11.969696969696969,4.14114511827897,22,395.0,0.24184384566125525,22,395.0
155.0,34,0,24,82,116,0,509.0,14.970588235294118,2.8081529223098003,24,509.0,0.19399018270419696,24,509.0
160.0,38,0,29,82,120,0,643.0,16.92105263157895,2.6464803606243836,29,643.0,0.0791418012472519,29,643.0
165.0,41,0,31,82,123,0,793.0,19.341463414634145,2.191051707873233,31,793.0,0.04484068017925824,31,793.0
170.0,39,1,36,86,125,0,963.0,24.692307692307693,0.9583323130626036,36,963.0,0.050244091722355964,36,963.0
175.0,40,3,36,87,127,0,1143.0,28.575,1.3734020790059382,36,1143.0,0.07557549444329695,36,1143.0
180.0,43,7,36,87,130,0,1323.0,30.767441860465116,2.2827651583693567,36,1323.0,0.1184765042098577,36,1323.0
185.0,43,10,36,88,131,0,1503.0,34.95348837209303,2.276115242186832,36,1503.0,0.11726447173241758,36,1503.0
190.0,43,10,36,89,132,0,1683.0,39.13953488372093,2.184578198529504,36,1683.0,0.050066798480661784,36,1683.0
195.0,44,10,36,90,134,0,1863.0,42.34090909090909,2.3750847806418496,36,1863.0,0.09542914792796889,36,1863.0
200.0,41,15,36,93,134,0,2043.0,49.829268292682926,1.5377070263399766,36,2043.0,0.04789102453004373,36,2043.0
205.0,40,16,36,94,134,0,2223.0,55.575,1.2437377192853176,36,2223.0,0.0,36,2223.0
210.0,40,19,36,95,135,0,2403.0,60.075,1.227283021489665,36,2403.0,0.024867190720116,36,2403.0
215.0,40,22,30,96,136,0,2008.0,50.2,1.735987215777664,30,2378.0,0.07102593981438887,30,2378.0
220.0,39,26,20,98,137,0,1287.0,33.0,3.203061291042536,20,2128.0,0.14603474609804826,20,2128.0
225.0,39,30,14,98,137,0,838.0,21.487179487179485,5.081619650039095,14,1693.0,0.21010044473055678,14,1693.0
230.0,39,32,7,100,139,0,262.0,6.717948717948718,6.819138254181856,7,1413.0,0.3590541155801514,7,1413.0
235.0,38,31,3,104,142,0,27.0,0.7105263157894737,8.461253155329024,3,968.0,0.5131551878849835,3,968.0
240.0,37,30,3,110,147,0,42.0,1.135135135135135,8.653172173059335,3,628.0,0.5423165429536575,3,628.0
245.0,38,28,5,115,153,0,63.0,1.6578947368421053,8.779765779557055,5,315.0,0.5294647327641341,5,315.0
250.0,36,28,6,120,156,0,91.0,2.5277777777777777,8.787347060057938,6,91.0,0.4971912575868306,6,91.0
255.0,36,24,8,126,162,0,124.0,3.4444444444444446,8.319470490404882,8,124.0,0.46392031904904274,8,124.0
260.0,36,23,9,131,167,0,167.0,4.638888888888889,8.03385287655687,9,167.0,0.4515896688438982,9,167.0
265.0,37,21,9,136,173,0,212.0,5.72972972972973,7.795387936920812,9,212.0,0.45280637925704953,9,212.0
270.0,36,20,10,141,177,0,261.0,7.25,7.46533932645331,10,261.0,0.39885792042503493,10,261.0
275.0,39,19,11,145,184,0,312.0,8.0,7.906390388006528,11,312.0,0.4398623028873037,11,312.0
280.0,40,15,11,150,190,0,367.0,9.175,7.428876571976628,11,367.0,0.4148109967083118,11,367.0
285.0,43,14,14,153,196,0,430.0,10.0,6.941124426618604,14,430.0,0.3435293730336562,14,430.0
290.0,42,14,14,158,200,0,500.0,11.904761904761905,7.042626084958396,14,500.0,0.3401996935299881,14,500.0
295.0,42,11,15,164,206,0,573.0,13.642857142857142,7.106847237434584,15,573.0,0.37766130312726875,15,573.0
300.0,42,11,17,169,211,0,650.0,15.476190476190476,6.201932400483726,17,650.0,0.2961406868780442,17,650.0
305.0,42,9,18,174,216,0,738.0,17.571428571428573,5.862445374118558,18,738.0,0.30911289277819887,18,738.0
310.0,41,5,19,179,220,0,830.0,20.24390243902439,5.825047250137546,19,830.0,0.31591827407777695,19,830.0
315.0,49,0,19,181,230,0,925.0,18.877551020408163,6.618613535805879,19,925.0,0.3825944550260294,19,925.0
320.0,49,0,16,185,234,0,512.0,10.448979591836734,5.255476298291862,16,826.0,0.28648132158597445,16,826.0
325.0,47,0,14,189,236,0,109.0,2.3191489361702127,4.56779461781614,14,587.0,0.19190573048927453,14,587.0
330.0,48,0,12,193,241,0,74.0,1.5416666666666667,5.901550147754368,12,312.0,0.26365199766083414,12,312.0
335.0,48,0,17,197,245,0,149.0,3.1041666666666665,6.375375640312643,17,252.0,0.3230599135525886,17,252.0
340.0,45,0,20,202,247,0,244.0,5.4222222222222225,5.847359192495249,20,258.0,0.22976330667307202,20,258.0
345.0,41,0,24,208,249,0,360.0,8.78048780487805,4.883589380017887,24,360.0,0.1143494490764199,24,360.0
350.0,38,0,25,213,251,0,484.0,12.736842105263158,3.9262508458898693,25,484.0,0.060918917531954456,25,484.0
355.0,35,0,27,218,253,0,615.0,17.571428571428573,2.9216607790220466,27,615.0,0.0648215675596286,27,615.0
360.0,32,0,27,223,255,0,750.0,23.4375,1.381484031462646,27,750.0,0.0649705381454644,27,750.0
365.0,35,0,29,223,258,0,895.0,25.571428571428573,1.749396387965968,29,895.0,0.09626586433701284,29,895.0
370.0,38,0,32,224,262,0,1048.0,27.57894736842105,1.5719737894029315,32,1048.0,0.05947173036712938,32,1048.0
375.0,41,3,35,224,265,0,1214.0,29.609756097560975,1.6912464232457316,35,1214.0,0.07350839848849719,35,1214.0
380.0,40,6,36,225,265,0,1393.0,34.825,1.3852838232647682,36,1393.0,0.05066396950269972,36,1393.0
385.0,41,9,36,226,267,0,1573.0,38.36585365853659,1.6777055517802515,36,1573.0,0.0512526463213282,36,1573.0
