step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,4,0,0,0,4,0,0.0,0.0,13.903604222002205,0,0.0,0.9593090570001053,0,0.0
10.0,7,0,0,0,7,0,0.0,0.0,12.852016629904254,0,0.0,0.9190601885128207,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,12.083211625793433,0,0.0,0.9168663242275287,0,0.0
20.0,16,0,0,0,16,0,0.0,0.0,12.740889585349706,0,0.0,0.9010337336572465,0,0.0
25.0,18,0,1,1,19,0,2.0,0.1111111111111111,12.108868464217764,1,2.0,0.8427029928703502,1,2.0
30.0,15,0,1,5,20,0,7.0,0.4666666666666667,10.663425680223414,1,7.0,0.6930220658159636,1,7.0
35.0,16,0,2,7,23,0,16.0,1.0,9.85814309095274,2,16.0,0.5701858279036356,2,16.0
40.0,17,0,4,10,27,0,33.0,1.9411764705882353,9.424740416150508,4,33.0,0.5982894556067525,4,33.0
45.0,17,0,4,13,30,0,53.0,3.1176470588235294,9.377266973009924,4,53.0,0.6215459976661507,4,53.0
50.0,18,0,4,15,33,0,73.0,4.055555555555555,9.559826559504256,4,73.0,0.6150129003325067,4,73.0
55.0,23,0,5,16,39,0,96.0,4.173913043478261,9.808429704873186,5,96.0,0.5937680847043589,5,96.0
60.0,24,0,6,18,42,0,122.0,5.083333333333333,9.192104634980971,6,122.0,0.5695138895707996,6,122.0
65.0,23,0,7,23,46,0,153.0,6.6521739130434785,8.774136754077826,7,153.0,0.5188942309405454,7,153.0
70.0,24,0,7,25,49,0,188.0,7.833333333333333,8.549224047556537,7,188.0,0.448929592324803,7,188.0
75.0,24,0,8,28,52,0,228.0,9.5,8.161040913769819,8,228.0,0.463062538544576,8,228.0
80.0,26,0,10,30,56,0,273.0,10.5,7.739303857841035,10,273.0,0.3927582206553331,10,273.0
85.0,24,0,11,35,59,0,325.0,13.541666666666666,6.726373565526352,11,325.0,0.3276857862479237,11,325.0
90.0,22,0,12,38,60,0,383.0,17.40909090909091,6.039795609040854,12,383.0,0.2750703918406057,12,383.0
95.0,27,0,12,40,67,0,443.0,16.40740740740741,7.014290276825358,12,443.0,0.3666529398535478,12,443.0
100.0,29,0,13,42,71,0,508.0,17.517241379310345,7.295893556058767,13,508.0,0.41280234708033214,13,508.0
105.0,29,0,15,44,73,0,578.0,19.93103448275862,6.422828350427075,15,578.0,0.2830607139352192,15,578.0
110.0,31,0,12,47,78,0,236.0,7.612903225806452,6.211917483120959,12,486.0,0.3325872039772471,12,486.0
115.0,34,0,3,50,84,0,17.0,0.5,8.624604645203442,3,229.0,0.5188122107904861,3,229.0
120.0,35,0,5,52,87,0,27.0,0.7714285714285715,7.834249517835813,5,79.0,0.4153392791040095,5,79.0
125.0,36,0,10,55,91,0,69.0,1.9166666666666667,7.44262481217829,10,76.0,0.35892680410257227,10,76.0
130.0,36,0,15,60,96,0,133.0,3.6944444444444446,6.201085224805688,15,134.0,0.2552668020388153,15,134.0
135.0,34,0,18,66,100,0,217.0,6.382352941176471,4.120329465393118,18,218.0,0.17173953691323884,18,218.0
140.0,32,0,24,71,103,0,324.0,10.125,2.2184152985843837,24,325.0,0.10838357492004883,24,325.0
145.0,33,0,28,73,106,0,458.0,13.878787878787879,0.8285736103143202,28,459.0,0.06179213039523962,28,459.0
150.0,37,0,32,73,110,0,610.0,16.486486486486488,1.3570820090560773,32,611.0,0.07836662218001963,32,611.0
155.0,40,1,34,73,113,0,775.0,19.375,1.4612172247965018,34,776.0,0.08290035551372674,34,776.0
160.0,39,2,36,74,113,0,951.0,24.384615384615383,1.0254047185301356,36,952.0,0.051505046483150484,36,952.0
165.0,40,4,36,74,114,0,1131.0,28.275,1.3031533106953064,36,1132.0,0.02700137172208955,36,1132.0
170.0,41,7,36,74,115,0,1311.0,31.975609756097562,1.6464821192039985,36,1312.0,0.051511685441083824,36,1312.0
175.0,42,10,36,77,119,0,1491.0,35.5,1.8118936218908641,36,1492.0,0.11612736263473697,36,1492.0
180.0,43,13,36,77,120,0,1671.0,38.86046511627907,2.011981736865698,36,1672.0,0.11218075651801956,36,1672.0
185.0,44,14,36,77,121,0,1851.0,42.06818181818182,2.2945602974045336,36,1852.0,0.0754164925938814,36,1852.0
190.0,43,18,36,79,122,0,2031.0,47.23255813953488,1.9752792501548855,36,2032.0,0.050426311472484706,36,2032.0
195.0,43,21,36,79,122,0,2211.0,51.41860465116279,1.9530751537704234,36,2212.0,0.049914601143590524,36,2212.0
200.0,41,25,36,82,123,0,2391.0,58.31707317073171,1.5465197394360475,36,2392.0,0.02702702702702703,36,2392.0
205.0,41,27,36,84,125,0,2571.0,62.707317073170735,1.5995576900594703,36,2572.0,0.07572788291574915,36,2572.0
210.0,41,30,36,85,126,0,2751.0,67.09756097560975,1.5883031010362099,36,2752.0,0.09605333367853616,36,2752.0
215.0,41,33,31,86,127,0,2335.0,56.951219512195124,1.5727869074485967,31,2717.0,0.10241102349520344,31,2717.0
220.0,42,35,23,86,128,0,1549.0,36.88095238095238,3.1838707146856176,23,2466.0,0.12205566673932822,23,2466.0
225.0,45,38,16,86,131,0,956.0,21.244444444444444,5.851680320772213,16,2004.0,0.25334275564734887,16,2004.0
230.0,45,41,8,89,134,0,275.0,6.111111111111111,7.413570036722963,8,1699.0,0.4122264536836901,8,1699.0
