step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,4,0,0,0,4,0,0.0,0.0,14.383148067441125,0,0.0,0.967368781006079,0,0.0
10.0,8,0,0,0,8,0,0.0,0.0,12.129207532685587,0,0.0,0.8743514900253354,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,10.878484934218127,0,0.0,0.9136179445855417,0,0.0
20.0,13,0,0,0,13,0,0.0,0.0,10.967447930468857,0,0.0,0.6559245116210851,0,0.0
25.0,15,0,1,1,16,0,2.0,0.13333333333333333,10.653824787991814,1,4.0,0.6973885965352177,1,4.0
30.0,12,0,2,4,16,0,8.0,0.6666666666666666,8.520990384717702,2,8.0,0.424514078486756,2,8.0
35.0,16,0,0,5,21,0,0.0,0.0,8.795115473742921,0,6.0,0.571410521203269,0,6.0
40.0,17,0,1,9,26,0,4.0,0.23529411764705882,12.10070135754963,1,4.0,0.8208464541674154,1,4.0
45.0,20,0,2,9,29,0,10.0,0.5,11.32258880560856,2,10.0,0.7115170736781239,2,10.0
50.0,20,0,0,12,32,0,0.0,0.0,9.807271952582896,0,2.0,0.5839011512867384,0,2.0
55.0,19,0,3,17,36,0,11.0,0.5789473684210527,10.171366793540534,3,11.0,0.60207111832189,3,11.0
60.0,21,0,0,19,40,0,0.0,0.0,9.473960978397665,0,6.0,0.6286559733789853,0,6.0
65.0,21,0,1,22,43,0,4.0,0.19047619047619047,10.466302316981793,1,4.0,0.6886421107726189,1,4.0
70.0,23,0,2,25,48,0,7.0,0.30434782608695654,9.234316544148573,2,9.0,0.5857464955837902,2,9.0
75.0,21,0,8,29,50,0,36.0,1.7142857142857142,6.946643005017356,8,36.0,0.3809260297550054,8,36.0
80.0,24,0,5,31,55,0,21.0,0.875,6.450016694864446,5,51.0,0.3993639151507061,5,51.0
85.0,23,0,2,34,57,0,6.0,0.2608695652173913,6.5535402405318885,2,34.0,0.3538195276616217,2,34.0
90.0,27,0,2,34,61,0,16.0,0.5925925925925926,9.331621312873478,2,18.0,0.5195206044099957,2,18.0
95.0,27,0,2,38,65,0,2.0,0.07407407407407407,8.86949619725342,2,2.0,0.5909367977389868,2,2.0
100.0,28,0,6,42,70,0,23.0,0.8214285714285714,7.873511897016832,6,23.0,0.42010498729599516,6,23.0
105.0,26,0,5,47,73,0,19.0,0.7307692307692307,6.595211299797783,5,44.0,0.3954330637009885,5,44.0
110.0,24,0,2,50,74,0,6.0,0.25,6.342243824428827,2,28.0,0.2800546772516419,2,28.0
115.0,25,0,1,51,76,0,1.0,0.04,7.304329070359001,1,24.0,0.37398560727931207,1,24.0
120.0,24,0,7,54,78,0,25.0,1.0416666666666667,6.710468855256669,7,42.0,0.23965387381928274,7,42.0
125.0,23,0,5,59,82,0,21.0,0.9130434782608695,6.735221643803979,5,56.0,0.3868847606767312,5,56.0
130.0,24,0,1,62,86,0,5.0,0.20833333333333334,8.850365166196049,1,30.0,0.5230754344790086,1,30.0
135.0,24,0,2,64,88,0,15.0,0.625,10.391854474503008,2,15.0,0.5667675245578944,2,15.0
140.0,24,0,1,68,92,0,2.0,0.08333333333333333,8.773106312617196,1,3.0,0.47202671394443385,1,3.0
145.0,21,0,6,73,94,0,24.0,1.1428571428571428,7.658575405507466,6,24.0,0.3365252990133221,6,24.0
150.0,20,0,4,76,96,0,12.0,0.6,6.847423465207932,4,38.0,0.3803648122503602,4,38.0
155.0,20,0,1,79,99,0,3.0,0.15,9.357862784678058,1,17.0,0.5890470731964188,1,17.0
160.0,21,0,3,81,102,0,5.0,0.23809523809523808,8.753868991361255,3,15.0,0.4908443382929806,3,15.0
165.0,20,0,7,84,104,0,34.0,1.7,6.66581974456164,7,44.0,0.2756294253686876,7,44.0
170.0,20,0,5,88,108,0,20.0,1.0,5.940118530522122,5,53.0,0.36449538896130174,5,53.0
175.0,22,0,1,90,112,0,5.0,0.22727272727272727,8.198075381397233,1,30.0,0.5073494593888835,1,30.0
180.0,26,0,2,90,116,0,13.0,0.5,10.028740392539731,2,13.0,0.5972074855292576,2,13.0
185.0,25,0,1,93,118,0,2.0,0.08,8.34702582139288,1,2.0,0.4628409655916779,1,2.0
190.0,25,0,8,97,122,0,30.0,1.2,7.268245890568108,8,30.0,0.37702994362300213,8,30.0
195.0,24,0,6,102,126,0,26.0,1.0833333333333333,5.709732272303512,6,55.0,0.34716565891449946,6,55.0
200.0,26,0,3,104,130,0,10.0,0.38461538461538464,7.315497974902069,3,36.0,0.4142812505249846,3,36.0
205.0,29,0,3,104,133,0,25.0,0.8620689655172413,8.466446606753667,3,26.0,0.4146106972771953,3,26.0
210.0,27,0,4,108,135,0,43.0,1.5925925925925926,9.158743472811407,4,43.0,0.49783319411536003,4,43.0
215.0,28,0,1,111,139,0,1.0,0.03571428571428571,8.061028139911302,1,21.0,0.47712912200834795,1,21.0
220.0,26,0,6,116,142,0,16.0,0.6153846153846154,7.901013779694081,6,16.0,0.4163785959876271,6,16.0
225.0,24,0,5,122,146,0,13.0,0.5416666666666666,6.815111343220527,5,33.0,0.41826267789822497,5,33.0
230.0,22,0,0,126,148,0,0.0,0.0,7.564011841459806,0,19.0,0.44947514716206,0,19.0
235.0,22,0,1,126,148,0,2.0,0.09090909090909091,7.795137328484006,1,13.0,0.3639354637829848,1,13.0
240.0,20,0,8,130,150,0,31.0,1.55,6.737477206487658,8,42.0,0.1736555060533038,8,42.0
245.0,22,0,3,134,156,0,19.0,0.8636363636363636,8.533528701099296,3,53.0,0.5523531129058394,3,53.0
250.0,24,0,0,137,161,0,0.0,0.0,9.685269566711439,0,13.0,0.6552751305810661,0,13.0
255.0,26,0,2,139,165,0,3.0,0.11538461538461539,8.530530633514841,2,16.0,0.5516906204935844,2,16.0
260.0,29,0,7,141,170,0,28.0,0.9655172413793104,7.654932850395252,7,41.0,0.42616172232588656,7,41.0
265.0,27,0,7,147,174,0,25.0,0.9259259259259259,6.4325681108999895,7,52.0,0.4144005388882903,7,52.0
270.0,28,0,4,149,177,0,11.0,0.39285714285714285,5.917538376446502,4,47.0,0.27717173541886403,4,47.0
275.0,28,0,4,150,178,0,29.0,1.0357142857142858,7.368523013740159,4,36.0,0.2717447822411426,4,36.0
280.0,32,0,4,153,185,0,49.0,1.53125,10.100775703047278,4,50.0,0.6380414923794306,4,50.0
285.0,28,0,1,158,186,0,1.0,0.03571428571428571,8.760651451718358,1,29.0,0.5224716571094113,1,29.0
290.0,24,0,6,163,187,0,20.0,0.8333333333333334,7.509051013727582,6,20.0,0.24937693544688677,6,20.0
295.0,25,0,5,167,192,0,17.0,0.68,7.961579471892865,5,41.0,0.40724137625129336,5,41.0
300.0,26,0,1,172,198,0,7.0,0.2692307692307692,9.592975822716012,1,21.0,0.6204924908836984,1,21.0
305.0,24,0,1,175,199,0,12.0,0.5,10.762667628453833,1,10.0,0.6866068011819069,1,10.0
310.0,23,0,2,179,202,0,2.0,0.08695652173913043,8.285061209514145,2,2.0,0.43817085944332307,2,2.0
315.0,22,0,7,183,205,0,30.0,1.3636363636363635,7.312170048755164,7,30.0,0.3368243443532481,7,30.0
320.0,24,0,4,187,211,0,18.0,0.75,6.70067493814624,4,48.0,0.4194510518154855,4,48.0
325.0,27,0,0,190,217,0,0.0,0.0,9.872799640312833,0,22.0,0.6565619879284511,0,22.0
330.0,30,0,0,191,221,0,0.0,0.0,10.6741215735545,0,1.0,0.6644446138014346,0,1.0
335.0,30,0,2,195,225,0,6.0,0.2,9.865821581853465,2,6.0,0.557057087371067,2,6.0
340.0,31,0,2,199,230,0,2.0,0.06451612903225806,8.721514958281496,2,12.0,0.5337256414968451,2,12.0
345.0,29,0,6,204,233,0,22.0,0.7586206896551724,8.039108430582171,6,22.0,0.4142786293744499,6,22.0
350.0,27,0,5,209,236,0,12.0,0.4444444444444444,6.117027045558338,5,36.0,0.28154265064161277,5,36.0
355.0,27,0,1,212,239,0,7.0,0.25925925925925924,8.837679874976063,1,26.0,0.4882862348003774,1,26.0
360.0,26,0,2,216,242,0,13.0,0.5,10.325960619186453,2,16.0,0.5585425998662789,2,16.0
365.0,24,0,1,220,244,0,1.0,0.041666666666666664,9.106330071174062,1,5.0,0.48500671133409423,1,5.0
370.0,26,0,6,225,251,0,19.0,0.7307692307692307,8.348380654084583,6,20.0,0.4471938145398323,6,20.0
375.0,26,0,4,229,255,0,14.0,0.5384615384615384,7.713989437898724,4,37.0,0.4754800126776547,4,37.0
380.0,25,0,1,233,258,0,4.0,0.16,7.278713039197316,1,16.0,0.41105897278662284,1,16.0
385.0,29,0,3,233,262,0,18.0,0.6206896551724138,9.22089721099276,3,18.0,0.4549232830477409,3,18.0
390.0,25,0,4,237,262,0,35.0,1.4,9.904883638691581,4,35.0,0.4681866226872227,4,35.0
395.0,23,0,2,242,265,0,2.0,0.08695652173913043,8.110356642445934,2,22.0,0.3647095143328027,2,22.0
400.0,19,0,6,247,266,0,23.0,1.2105263157894737,8.27253875575858,6,23.0,0.30596987317582813,6,23.0
405.0,19,0,1,251,270,0,4.0,0.21052631578947367,8.127854350374719,1,29.0,0.4432801327898303,1,29.0
410.0,18,0,0,255,273,0,0.0,0.0,10.802900489593014,0,0.0,0.7462665104871405,0,0.0
415.0,22,0,1,256,278,0,1.0,0.045454545454545456,9.865307218867047,1,1.0,0.6019445061811493,1,1.0
420.0,24,0,6,259,283,0,19.0,0.7916666666666666,7.534984580673041,6,19.0,0.45539700528216503,6,19.0
425.0,20,0,5,265,285,0,14.0,0.7,4.263844788778176,5,36.0,0.29799065216319925,5,36.0
430.0,23,0,1,265,288,0,3.0,0.13043478260869565,6.369507441568567,1,26.0,0.32044437406009446,1,26.0
435.0,27,0,2,265,292,0,13.0,0.48148148148148145,10.067214712847582,2,17.0,0.580597669458778,2,17.0
440.0,27,0,2,269,296,0,2.0,0.07407407407407407,8.77264864719199,2,6.0,0.5079911004133697,2,6.0
