step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,2,0,0,0,2,0,0.0,0.0,13.719713067022433,0,0.0,0.9753638593185779,0,0.0
10.0,4,0,0,0,4,0,0.0,0.0,13.22192923139361,0,0.0,0.9558360387276174,0,0.0
15.0,6,0,0,0,6,0,0.0,0.0,13.556875700519432,0,0.0,0.942465929153571,0,0.0
20.0,11,0,0,0,11,0,0.0,0.0,12.773715007164547,0,0.0,0.9283786217023786,0,0.0
25.0,14,0,1,1,15,0,1.0,0.07142857142857142,10.830544847603763,1,1.0,0.7720310431871211,1,1.0
30.0,15,0,2,3,18,0,10.0,0.6666666666666666,9.59068991517716,2,10.0,0.6396061186366352,2,10.0
35.0,17,0,4,3,20,0,28.0,1.6470588235294117,7.687196341989554,4,28.0,0.4303698392147796,4,28.0
40.0,17,0,7,5,22,0,58.0,3.411764705882353,6.109046070083066,7,58.0,0.35202977782646266,7,58.0
45.0,19,0,9,7,26,0,102.0,5.368421052631579,6.962367606093525,9,102.0,0.3801079888084667,9,102.0
50.0,23,0,9,8,31,0,147.0,6.391304347826087,7.366745579199886,9,147.0,0.47423046823414666,9,147.0
55.0,23,0,10,9,32,0,194.0,8.434782608695652,6.981147183367657,10,194.0,0.327247115646159,10,194.0
60.0,24,0,12,12,36,0,248.0,10.333333333333334,6.548245400350271,12,248.0,0.3184068421505812,12,248.0
65.0,24,0,12,14,38,0,308.0,12.833333333333334,5.947660110297822,12,308.0,0.28657160728868797,12,308.0
70.0,25,0,14,16,41,0,374.0,14.96,5.60017946992497,14,374.0,0.25140130078880424,14,374.0
75.0,26,0,14,18,44,0,444.0,17.076923076923077,5.717657862971114,14,444.0,0.2818269537451593,14,444.0
80.0,31,0,14,20,51,0,514.0,16.580645161290324,6.644060687052764,14,514.0,0.3959391520873761,14,514.0
85.0,29,0,14,23,52,0,584.0,20.137931034482758,5.59035722258916,14,584.0,0.31064811695912203,14,584.0
90.0,28,0,17,25,53,0,663.0,23.678571428571427,4.7283392270476154,17,663.0,0.17324964322789604,17,663.0
95.0,27,0,17,28,55,0,748.0,27.703703703703702,4.466686841426072,17,748.0,0.1424392937135895,17,748.0
100.0,27,0,17,29,56,0,833.0,30.85185185185185,4.584147420364301,17,833.0,0.14226436277353677,17,833.0
105.0,25,0,17,34,59,0,918.0,36.72,4.129237861944537,17,918.0,0.18662115300425566,17,918.0
110.0,30,0,12,35,65,0,528.0,17.6,5.421245866374746,12,828.0,0.3363291210887672,12,828.0
115.0,31,0,4,38,69,0,65.0,2.096774193548387,7.104449284472345,4,492.0,0.4427901843881359,4,492.0
120.0,38,0,3,38,76,0,15.0,0.39473684210526316,8.374127751058554,3,200.0,0.513011160752311,3,200.0
125.0,40,0,7,40,80,0,45.0,1.125,8.227661636969135,7,54.0,0.4862533217424274,7,54.0
130.0,37,0,12,46,83,0,93.0,2.5135135135135136,7.098471565705975,12,93.0,0.35019928863612,12,93.0
135.0,38,0,15,50,88,0,163.0,4.2894736842105265,6.23134467485302,15,163.0,0.25226221433800594,15,163.0
140.0,34,0,18,56,90,0,248.0,7.294117647058823,4.830845138233887,18,248.0,0.20549140924667417,18,248.0
145.0,30,0,22,62,92,0,350.0,11.666666666666666,3.120809109642807,22,350.0,0.11337454885654806,22,350.0
150.0,32,0,23,64,96,0,463.0,14.46875,2.449405758933219,23,463.0,0.1115762359177172,23,463.0
155.0,33,0,27,66,99,0,590.0,17.87878787878788,0.9912992461824973,27,590.0,0.04382194747973453,27,590.0
160.0,36,0,31,67,103,0,739.0,20.52777777777778,0.7300075901506581,31,739.0,0.05700927394981671,31,739.0
165.0,39,2,35,67,106,0,909.0,23.307692307692307,0.9728687067411386,35,909.0,0.07418438165734785,35,909.0
170.0,39,4,36,67,106,0,1087.0,27.871794871794872,0.964346078940919,36,1087.0,0.049734148913510114,36,1087.0
175.0,40,7,36,67,107,0,1267.0,31.675,1.2822209231711903,36,1267.0,0.027027192587146226,36,1267.0
180.0,40,11,36,67,107,0,1447.0,36.175,1.2436370437126985,36,1447.0,0.02640438245898476,36,1447.0
185.0,37,14,36,70,107,0,1627.0,43.972972972972975,0.4102010551607371,36,1627.0,2.80099521811608e-07,36,1627.0
190.0,38,18,36,70,108,0,1807.0,47.55263157894737,0.7506532432608503,36,1807.0,0.02657720030224708,36,1807.0
195.0,37,19,36,71,108,0,1987.0,53.7027027027027,0.3533052863616164,36,1987.0,0.02580995786031246,36,1987.0
200.0,37,24,36,71,108,0,2167.0,58.567567567567565,0.3531597088047097,36,2167.0,0.0,36,2167.0
205.0,39,28,36,71,110,0,2347.0,60.17948717948718,1.0333434823179313,36,2347.0,0.050905446567871035,36,2347.0
210.0,41,32,36,72,113,0,2527.0,61.63414634146341,1.6793093843359392,36,2527.0,0.11503884133902217,36,2527.0
215.0,42,35,31,72,114,0,2126.0,50.61904761904762,1.6040036914328464,31,2499.0,0.09778571440856557,31,2499.0
220.0,43,39,24,72,115,0,1379.0,32.06976744186046,2.928650905135408,24,2259.0,0.11339282761943889,24,2259.0
225.0,43,42,16,72,115,0,767.0,17.837209302325583,4.542764023211492,16,1817.0,0.14495008029765727,16,1817.0
230.0,42,44,9,74,116,0,265.0,6.309523809523809,6.522026721437387,9,1535.0,0.3013292860902516,9,1535.0
235.0,40,43,7,79,119,0,99.0,2.475,7.627390422151055,7,1165.0,0.38544562522643955,7,1165.0
240.0,39,42,8,85,124,0,136.0,3.4871794871794872,7.494655304916303,8,828.0,0.4157781394163745,8,828.0
245.0,41,40,9,89,130,0,177.0,4.317073170731708,7.1493497243728745,9,655.0,0.42383393050610496,9,655.0
250.0,45,38,10,92,137,0,223.0,4.955555555555556,7.12699259096084,10,287.0,0.4306350572558378,10,287.0
255.0,45,36,12,97,142,0,278.0,6.177777777777778,5.984435987461629,12,279.0,0.3353300685927922,12,279.0
260.0,48,36,15,100,148,0,349.0,7.270833333333333,6.299185545975369,15,350.0,0.3470959294460105,15,350.0
265.0,49,36,15,104,153,0,424.0,8.653061224489797,6.139563929114337,15,425.0,0.3323787056656437,15,425.0
270.0,50,33,19,109,159,0,510.0,10.2,6.284557061080899,19,510.0,0.32257461434478496,19,510.0
275.0,50,30,19,115,165,0,605.0,12.1,6.37130419419363,19,605.0,0.31846828701485835,19,605.0
280.0,50,26,20,121,171,0,703.0,14.06,6.232925165338215,20,703.0,0.29572655385143837,20,703.0
285.0,49,22,22,127,176,0,809.0,16.510204081632654,5.981139232656573,22,809.0,0.2739639597278067,22,809.0
290.0,50,21,22,131,181,0,919.0,18.38,6.343157063894922,22,919.0,0.28030768223752406,22,919.0
295.0,51,17,22,136,187,0,1029.0,20.176470588235293,6.264661882829976,22,1029.0,0.2963800647407988,22,1029.0
300.0,50,17,22,142,192,0,1139.0,22.78,6.113018325517321,22,1139.0,0.29492846130556966,22,1139.0
305.0,51,16,23,147,198,0,1250.0,24.50980392156863,5.895034855029057,23,1250.0,0.24948167005543878,23,1250.0
310.0,53,14,25,151,204,0,1373.0,25.90566037735849,5.957882591540779,25,1373.0,0.27575905818315044,25,1373.0
315.0,53,11,26,157,210,0,1499.0,28.28301886792453,5.393948603654434,26,1499.0,0.23601900305957044,26,1499.0
320.0,51,11,22,163,214,0,1028.0,20.15686274509804,4.67474295977589,22,1418.0,0.2173462404642307,22,1418.0
325.0,52,6,16,168,220,0,401.0,7.711538461538462,4.945220594786012,16,1118.0,0.2515743522061579,16,1118.0
330.0,55,6,14,172,227,0,96.0,1.7454545454545454,5.450821838238819,14,732.0,0.27577306690803466,14,732.0
335.0,58,3,17,176,234,0,129.0,2.2241379310344827,5.214186808941423,17,487.0,0.25452710234679443,17,487.0
340.0,58,0,22,180,238,0,230.0,3.9655172413793105,4.847445366238439,22,334.0,0.19407735132069795,22,334.0
345.0,54,1,29,185,239,0,359.0,6.648148148148148,4.292109543601229,29,374.0,0.12184888228780018,29,374.0
350.0,51,1,33,191,242,0,518.0,10.156862745098039,3.5689367175182385,33,519.0,0.05179340269635214,33,519.0
355.0,46,3,36,197,243,0,695.0,15.108695652173912,2.600782548506828,36,696.0,0.07216431730862255,36,696.0
360.0,43,8,36,200,243,0,875.0,20.348837209302324,1.9536641126368268,36,876.0,0.025794805470566416,36,876.0
365.0,39,11,36,204,243,0,1055.0,27.05128205128205,1.0661881863844054,36,1056.0,2.158049609255832e-07,36,1056.0
370.0,38,14,36,205,243,0,1235.0,32.5,0.7503204287468819,36,1236.0,0.0,36,1236.0
375.0,39,17,36,207,246,0,1415.0,36.282051282051285,1.0093612040695759,36,1416.0,0.07437775839105838,36,1416.0
380.0,41,19,36,207,248,0,1595.0,38.90243902439025,1.5406206278899477,36,1596.0,0.1143678891204567,36,1596.0
385.0,42,21,36,207,249,0,1775.0,42.26190476190476,1.880533951943013,36,1776.0,0.09478317309120812,36,1776.0
390.0,42,24,36,207,249,0,1955.0,46.54761904761905,1.8611839578962648,36,1956.0,0.025278653167188227,36,1956.0
395.0,42,25,36,207,249,0,2135.0,50.833333333333336,1.8226860550398416,36,2136.0,0.0,36,2136.0
400.0,40,25,36,210,250,0,2315.0,57.875,1.3409492427594714,36,2316.0,0.026172557378976728,36,2316.0
405.0,39,28,36,213,252,0,2495.0,63.97435897435897,1.0873848450156274,36,2496.0,0.04818576536458874,36,2496.0
410.0,41,30,36,213,254,0,2675.0,65.2439024390244,1.6794396855646634,36,2676.0,0.09523497999785202,36,2676.0
415.0,40,33,36,214,254,0,2855.0,71.375,1.332128935026657,36,2856.0,0.050817608714281405,36,2856.0
420.0,41,38,36,214,255,0,3035.0,74.02439024390245,1.5203615020428336,36,3036.0,0.024166224053492443,36,3036.0
425.0,41,40,30,215,256,0,2600.0,63.41463414634146,2.0075359285100585,30,3000.0,0.07299779168147888,30,3000.0
430.0,39,44,20,217,256,0,1748.0,44.82051282051282,3.4041355285702073,20,2721.0,0.12927710830084038,20,2721.0
435.0,40,45,12,218,258,0,979.0,24.475,5.382643475426072,12,2211.0,0.21323813256259774,12,2211.0
440.0,38,47,5,221,259,0,285.0,7.5,7.17315242524368,5,1865.0,0.4012207425386233,5,1865.0
445.0,40,49,3,224,264,0,23.0,0.575,8.578921674493738,3,1308.0,0.5446009160755688,3,1308.0
450.0,37,48,4,230,267,0,39.0,1.054054054054054,8.801543270262366,4,954.0,0.5477623639705712,4,954.0
455.0,39,46,6,235,274,0,63.0,1.6153846153846154,7.784738337414404,6,426.0,0.444885863288142,6,426.0
460.0,40,44,8,240,280,0,102.0,2.55,7.6694465647186805,8,102.0,0.4695013296344831,8,102.0
465.0,41,42,9,244,285,0,144.0,3.5121951219512195,7.401456906015288,9,144.0,0.4088451007635135,9,144.0
470.0,41,40,12,250,291,0,198.0,4.829268292682927,7.519937585816283,12,198.0,0.4175522486305134,12,198.0
475.0,43,37,13,254,297,0,261.0,6.069767441860465,7.405964118334046,13,261.0,0.37734733792971287,13,261.0
480.0,42,36,15,260,302,0,332.0,7.904761904761905,7.258124066648627,15,332.0,0.36012990535305794,15,332.0
485.0,41,35,15,265,306,0,407.0,9.926829268292684,7.160597360812213,15,407.0,0.33803782440289315,15,407.0
