step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,4,0,0,0,4,0,0.0,0.0,11.958566992389791,0,0.0,0.9561416207166458,0,0.0
10.0,6,0,0,0,6,0,0.0,0.0,12.268162681274433,0,0.0,0.9487857018889091,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,12.123362596908631,0,0.0,0.8643293058320589,0,0.0
20.0,13,0,1,0,13,0,4.0,0.3076923076923077,12.317347057216988,1,4.0,0.8759841496644831,1,4.0
25.0,14,0,1,2,16,0,9.0,0.6428571428571429,10.281361754053806,1,9.0,0.6666062466457227,1,9.0
30.0,17,0,0,3,20,0,0.0,0.0,9.55015137689095,0,2.0,0.7102167769168692,0,2.0
35.0,21,0,4,4,25,0,10.0,0.47619047619047616,9.00855563875722,4,10.0,0.6140208103036012,4,10.0
40.0,23,0,0,5,28,0,0.0,0.0,8.432554832084671,0,14.0,0.5916182685527241,0,14.0
45.0,22,0,1,11,33,0,2.0,0.09090909090909091,9.757499193058894,1,2.0,0.6573690237837255,1,2.0
50.0,26,0,4,11,37,0,8.0,0.3076923076923077,8.110269571273658,4,10.0,0.4716726630693972,4,10.0
55.0,24,0,8,15,39,0,41.0,1.7083333333333333,6.857894505435051,8,41.0,0.28472301433008046,8,41.0
60.0,25,0,7,17,42,0,31.0,1.24,6.064473272296998,7,67.0,0.26747838556328624,7,67.0
65.0,23,0,2,20,43,0,5.0,0.21739130434782608,7.28171235876276,2,41.0,0.3010060219091828,2,41.0
70.0,21,0,2,23,44,0,3.0,0.14285714285714285,7.117427180337562,2,39.0,0.3198724055235475,2,39.0
75.0,20,0,8,25,45,0,30.0,1.5,6.743525733571157,8,66.0,0.17444514835413225,8,66.0
80.0,20,0,3,30,50,0,17.0,0.85,7.789996596122729,3,69.0,0.44156922377264596,3,69.0
85.0,20,0,1,34,54,0,3.0,0.15,10.642036158576353,1,24.0,0.7217793286841676,1,24.0
90.0,23,0,2,34,57,0,6.0,0.2608695652173913,8.946228256386508,2,21.0,0.5138754484658162,2,21.0
95.0,24,0,7,37,61,0,30.0,1.25,8.495560577271052,7,45.0,0.46748159998617145,7,45.0
100.0,20,0,4,42,62,0,16.0,0.8,6.018420489681618,4,50.0,0.27819714157092873,4,50.0
105.0,21,0,0,45,66,0,0.0,0.0,8.45482341687568,0,21.0,0.4723181056714679,0,21.0
110.0,23,0,0,46,69,0,0.0,0.0,11.46366878307938,0,2.0,0.7294944407419742,0,2.0
115.0,23,0,2,50,73,0,3.0,0.13043478260869565,9.357439874075707,2,5.0,0.5111864715795494,2,5.0
120.0,20,0,7,54,74,0,27.0,1.35,5.829053187281284,7,29.0,0.23354544567763205,7,29.0
125.0,18,0,7,59,77,0,26.0,1.4444444444444444,3.5277738363416162,7,53.0,0.22689823352035415,7,53.0
130.0,19,0,1,59,78,0,5.0,0.2631578947368421,8.344801629503587,1,41.0,0.478143659403556,1,41.0
135.0,22,0,3,59,81,0,6.0,0.2727272727272727,8.395748076851458,3,37.0,0.3927554807128712,3,37.0
140.0,22,0,7,61,83,0,32.0,1.4545454545454546,6.95796638573022,7,63.0,0.2876393881757165,7,63.0
145.0,22,0,4,67,89,0,21.0,0.9545454545454546,7.258318390840707,4,71.0,0.48681201253978557,4,71.0
150.0,24,0,1,69,93,0,2.0,0.08333333333333333,8.64623348441703,1,32.0,0.5400935931224937,1,32.0
155.0,27,0,2,69,96,0,10.0,0.37037037037037035,9.588501867115175,2,10.0,0.5168844111425174,2,10.0
160.0,26,0,1,73,99,0,2.0,0.07692307692307693,7.951277161312238,1,8.0,0.42031685663747087,1,8.0
165.0,23,0,7,78,101,0,28.0,1.2173913043478262,6.8137165537430135,7,28.0,0.32370118914633733,7,28.0
