step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,4,0,0,0,4,0,0.0,0.0,14.383148067441125,0,0.0,0.967368781006079,0,0.0
10.0,8,0,0,0,8,0,0.0,0.0,12.129207532685587,0,0.0,0.8743514900253354,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,10.878484934218127,0,0.0,0.9136179445855417,0,0.0
20.0,13,0,0,0,13,0,0.0,0.0,10.967447930468857,0,0.0,0.6559245116210851,0,0.0
25.0,15,0,3,1,16,0,13.0,0.8666666666666667,10.300577310360543,3,13.0,0.567373776780988,3,13.0
30.0,12,0,4,4,16,0,33.0,2.75,9.238443692528039,4,33.0,0.40982349639561083,4,33.0
35.0,15,0,4,6,21,0,53.0,3.533333333333333,9.241169790485284,4,53.0,0.4757676579020355,4,53.0
40.0,19,0,5,7,26,0,77.0,4.052631578947368,9.82566455181002,5,77.0,0.5815904520278902,5,77.0
45.0,19,0,7,10,29,0,106.0,5.578947368421052,8.737896828059517,7,106.0,0.5432406051302713,7,106.0
50.0,21,0,8,11,32,0,142.0,6.761904761904762,7.947364803350879,8,142.0,0.3898791279595566,8,142.0
55.0,23,0,10,13,36,0,189.0,8.217391304347826,7.4343407646714965,10,189.0,0.37167366374754274,10,189.0
60.0,24,0,11,16,40,0,242.0,10.083333333333334,6.96212173245966,11,242.0,0.4166660789482693,11,242.0
65.0,25,0,13,18,43,0,300.0,12.0,6.0259913177484945,13,300.0,0.3291992956961591,13,300.0
70.0,28,0,13,20,48,0,365.0,13.035714285714286,6.856122526068959,13,365.0,0.39182440715964795,13,365.0
75.0,28,0,13,22,50,0,430.0,15.357142857142858,6.37378982194348,13,430.0,0.33708709740466697,13,430.0
80.0,32,0,15,23,55,0,500.0,15.625,6.53907468378878,15,500.0,0.3256088216453342,15,500.0
85.0,30,0,15,27,57,0,575.0,19.166666666666668,6.054829163013088,15,575.0,0.3002786970232434,15,575.0
90.0,31,0,15,30,61,0,650.0,20.967741935483872,6.516181098928778,15,650.0,0.301051749670419,15,650.0
95.0,32,0,15,33,65,0,725.0,22.65625,6.0753223666261125,15,725.0,0.26218090423031504,15,725.0
100.0,34,0,17,36,70,0,810.0,23.823529411764707,6.012175056966757,17,810.0,0.2870989954050663,17,810.0
105.0,33,0,19,40,73,0,900.0,27.272727272727273,4.875540361251984,19,900.0,0.24026299096109197,19,900.0
110.0,31,0,15,43,74,0,510.0,16.451612903225808,4.092034010367962,15,819.0,0.17879752737189172,15,819.0
115.0,31,0,8,45,76,0,73.0,2.3548387096774195,5.460186020483176,8,564.0,0.24229499844488395,8,564.0
120.0,31,0,4,47,78,0,25.0,0.8064516129032258,7.621301389773713,4,239.0,0.36802352114515297,4,239.0
125.0,31,0,6,51,82,0,48.0,1.5483870967741935,9.373963155913486,6,108.0,0.5617166813005856,6,108.0
130.0,30,0,6,56,86,0,78.0,2.6,9.091062094975403,6,78.0,0.5188623629244324,6,78.0
135.0,27,0,9,61,88,0,115.0,4.2592592592592595,6.8019178214726885,9,115.0,0.2729115723348836,9,115.0
140.0,27,0,13,65,92,0,173.0,6.407407407407407,6.145692307205349,13,173.0,0.27324710789429973,13,173.0
145.0,24,0,15,70,94,0,243.0,10.125,3.846244595239105,15,243.0,0.15723101304500853,15,243.0
150.0,24,0,17,72,96,0,325.0,13.541666666666666,2.954302524774292,17,325.0,0.164458745523303,17,325.0
155.0,26,0,19,73,99,0,416.0,16.0,2.8108673537318825,19,416.0,0.14262829793409873,19,416.0
160.0,28,0,21,74,102,0,517.0,18.464285714285715,2.5394080341463448,21,517.0,0.14479493339594843,21,517.0
165.0,29,0,24,75,104,0,631.0,21.75862068965517,1.8046888870420945,24,631.0,0.0988729787732342,24,631.0
170.0,33,0,26,75,108,0,759.0,23.0,2.214092694560647,26,759.0,0.10482383949837418,26,759.0
175.0,36,0,30,76,112,0,900.0,25.0,1.1794284335666114,30,900.0,0.05997482964251395,30,900.0
180.0,38,1,34,77,115,0,1062.0,27.94736842105263,0.7375383370936397,34,1062.0,0.02951235918798835,34,1062.0
185.0,39,2,36,77,116,0,1240.0,31.794871794871796,1.0608711917588294,36,1240.0,0.050834702723223046,36,1240.0
190.0,39,5,36,78,117,0,1420.0,36.41025641025641,1.065725286998958,36,1420.0,0.07251138736152292,36,1420.0
195.0,40,8,36,78,118,0,1600.0,40.0,1.406144283541714,36,1600.0,0.051794611969422075,36,1600.0
200.0,40,12,36,78,118,0,1780.0,44.5,1.355866941108604,36,1780.0,0.025448477887433183,36,1780.0
205.0,39,15,36,79,118,0,1960.0,50.256410256410255,1.0922348790055676,36,1960.0,0.0,36,1960.0
210.0,37,17,36,81,118,0,2140.0,57.83783783783784,0.34850596894093,36,2140.0,1.883913255507977e-07,36,2140.0
215.0,38,20,30,81,119,0,1732.0,45.578947368421055,1.2179843860200232,30,2109.0,0.04789991493977923,30,2109.0
220.0,38,22,20,82,120,0,1059.0,27.86842105263158,3.684695560834765,20,1769.0,0.13119955310585127,20,1769.0
225.0,40,24,10,82,122,0,491.0,12.275,6.527870251250152,10,1433.0,0.29339548124688664,10,1433.0
230.0,37,25,3,86,123,0,150.0,4.054054054054054,7.900878673959224,3,1088.0,0.4283819615119426,3,1088.0
235.0,34,23,3,91,125,0,9.0,0.2647058823529412,8.541674731991307,3,710.0,0.46281092251665157,3,710.0
240.0,34,20,4,96,130,0,26.0,0.7647058823529411,8.890790280157683,4,442.0,0.4847536541121468,4,442.0
245.0,34,21,5,101,135,0,51.0,1.5,9.288646536963972,5,255.0,0.5576996667688435,5,255.0
250.0,34,21,6,106,140,0,78.0,2.2941176470588234,8.760262659266115,6,78.0,0.4984399793380175,6,78.0
255.0,35,18,7,112,147,0,112.0,3.2,8.557878239455428,7,112.0,0.509821907239936,7,112.0
260.0,39,16,8,115,154,0,151.0,3.871794871794872,8.760775537218015,8,151.0,0.5330064019290052,8,151.0
265.0,38,15,10,121,159,0,197.0,5.184210526315789,7.438458020799564,10,197.0,0.4051269539599825,10,197.0
270.0,39,13,13,125,164,0,259.0,6.641025641025641,7.270987675604656,13,259.0,0.356131104022422,13,259.0
275.0,40,8,13,130,170,0,324.0,8.1,7.151009374193437,13,324.0,0.35629494933548195,13,324.0
280.0,45,6,13,134,179,0,389.0,8.644444444444444,7.4717261658881995,13,389.0,0.44213705787387675,13,389.0
285.0,45,3,13,138,183,0,454.0,10.088888888888889,7.018506682848753,13,454.0,0.3694098015952219,13,454.0
290.0,44,0,17,143,187,0,530.0,12.045454545454545,6.355577835876097,17,530.0,0.30153792696580767,17,530.0
295.0,44,0,17,148,192,0,615.0,13.977272727272727,6.515357635389564,17,615.0,0.2990464004821925,17,615.0
300.0,46,0,17,152,198,0,700.0,15.217391304347826,6.998176288540116,17,700.0,0.36591086053857336,17,700.0
305.0,41,0,17,158,199,0,785.0,19.146341463414632,6.3812790060718925,17,785.0,0.28253423276791956,17,785.0
310.0,38,0,19,164,202,0,877.0,23.07894736842105,5.7327471017032705,19,877.0,0.2068921920314917,19,877.0
315.0,38,0,20,167,205,0,977.0,25.710526315789473,5.483784939995741,20,977.0,0.21033831814329812,20,977.0
320.0,38,0,14,173,211,0,579.0,15.236842105263158,6.053473916021634,14,893.0,0.3488325696025148,14,893.0
325.0,39,0,8,178,217,0,96.0,2.4615384615384617,6.285142935552828,8,627.0,0.35110369253745843,8,627.0
330.0,41,0,6,180,221,0,33.0,0.8048780487804879,7.135112095891152,6,301.0,0.3685368851080783,6,301.0
335.0,42,0,10,183,225,0,70.0,1.6666666666666667,7.879196714672865,10,117.0,0.415007841183669,10,117.0
340.0,41,0,14,189,230,0,132.0,3.2195121951219514,7.2095372276005465,14,138.0,0.37346522727194176,14,138.0
345.0,39,0,18,194,233,0,212.0,5.435897435897436,5.562825868201435,18,212.0,0.1939184083411886,18,212.0
350.0,37,0,23,199,236,0,315.0,8.513513513513514,3.888705762265431,23,315.0,0.10793597709664879,23,315.0
355.0,36,0,25,203,239,0,436.0,12.11111111111111,3.266738645692749,25,436.0,0.14088584430636533,25,436.0
360.0,35,0,28,207,242,0,571.0,16.314285714285713,2.6180311594013226,28,571.0,0.10882897405516556,28,571.0
365.0,36,0,29,208,244,0,713.0,19.805555555555557,1.776341049123416,29,713.0,0.03895137168115986,29,713.0
370.0,40,1,33,210,250,0,872.0,21.8,1.583607004104177,33,872.0,0.08420741143816371,33,872.0
375.0,40,4,36,211,251,0,1046.0,26.15,1.2926234817278517,36,1046.0,0.0720273959029882,36,1046.0
380.0,40,7,36,211,251,0,1226.0,30.65,1.3049232298440598,36,1226.0,0.024758519431104326,36,1226.0
385.0,40,10,36,212,252,0,1406.0,35.15,1.2468111679826928,36,1406.0,0.04942082728882029,36,1406.0
390.0,39,10,36,213,252,0,1586.0,40.666666666666664,0.9801721981469809,36,1586.0,0.025665183785039927,36,1586.0
395.0,38,13,36,214,252,0,1766.0,46.473684210526315,0.6667896143405659,36,1766.0,0.0,36,1766.0
400.0,37,14,36,215,252,0,1946.0,52.5945945945946,0.31626925337717837,36,1946.0,0.0,36,1946.0
405.0,37,17,36,216,253,0,2126.0,57.45945945945946,0.356005622212322,36,2126.0,0.02529571878229484,36,2126.0
410.0,37,20,36,216,253,0,2306.0,62.32432432432432,0.36914880492938434,36,2306.0,0.026229598005462956,36,2306.0
415.0,38,24,36,216,254,0,2486.0,65.42105263157895,0.7255706720348752,36,2486.0,0.026956689593389066,36,2486.0
420.0,39,28,36,216,255,0,2666.0,68.35897435897436,0.9798672538284873,36,2666.0,0.05102059947119648,36,2666.0
425.0,38,30,30,217,255,0,2246.0,59.10526315789474,1.0779630423543405,30,2634.0,0.057849132709956,30,2634.0
430.0,39,32,21,217,256,0,1460.0,37.43589743589744,2.998035068837108,21,2369.0,0.10660670099546228,21,2369.0
435.0,40,35,13,217,257,0,785.0,19.625,5.551093694204825,13,1896.0,0.20184699369479625,13,1896.0
