step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.039814673157894,0,0.0,0.968889679997763,0,0.0
10.0,0,0.0,0.0,13.839854517736825,0,0.0,0.9564354854877379,0,0.0
15.0,0,0.0,0.0,11.450813691408255,0,0.0,0.7760155476602618,0,0.0
20.0,0,0.0,0.0,9.519137450449838,0,0.0,0.6712074366284025,0,0.0
25.0,1,3.0,0.13636363636363635,11.570941133492182,1,3.0,0.7875032367929771,1,3.0
30.0,3,4.0,0.15384615384615385,9.620608919782475,3,4.0,0.5840467064145521,3,4.0
35.0,7,31.0,1.24,7.18388600514557,7,31.0,0.31975439643825854,7,31.0
40.0,8,26.0,1.04,5.150594266589889,8,56.0,0.26038840683823616,8,56.0
45.0,2,8.0,0.2962962962962963,6.8857711017183645,2,53.0,0.3653716060513082,2,53.0
50.0,1,10.0,0.35714285714285715,7.678840768942851,1,28.0,0.2884326150940451,1,28.0
55.0,2,20.0,0.7142857142857143,10.090249818656442,2,23.0,0.5541631671568082,2,23.0
60.0,1,2.0,0.06896551724137931,9.114386161147065,1,2.0,0.563882995202031,1,2.0
65.0,6,21.0,0.7777777777777778,7.015270579172398,6,21.0,0.3764320909968264,6,21.0
70.0,8,23.0,0.8518518518518519,4.891313678935966,8,46.0,0.27407755908507786,8,46.0
75.0,4,14.0,0.5185185185185185,6.5633220785625985,4,48.0,0.35631523761362116,4,48.0
80.0,3,24.0,0.8,8.43976997445075,3,44.0,0.38861056052768095,3,44.0
85.0,4,44.0,1.5172413793103448,10.100328220793617,4,46.0,0.5750269672220897,4,46.0
90.0,2,4.0,0.13793103448275862,8.119387279371566,2,24.0,0.47531053951131585,2,24.0
95.0,8,31.0,1.0,8.584373229622793,8,31.0,0.498420280847472,8,31.0
100.0,5,20.0,0.6666666666666666,7.481798226241588,5,49.0,0.47306777952390033,5,49.0
105.0,3,5.0,0.17857142857142858,7.1049905207132,3,34.0,0.41530960254548444,3,34.0
110.0,4,21.0,0.7777777777777778,8.086685143629271,4,25.0,0.38029270866028403,4,25.0
115.0,3,7.0,0.2413793103448276,7.003301008760155,3,32.0,0.29876554898630314,3,32.0
120.0,7,32.0,1.3333333333333333,8.308840978310176,7,38.0,0.3917127245701553,7,38.0
125.0,5,16.0,0.7272727272727273,6.715366151977971,5,49.0,0.29061206373570686,5,49.0
130.0,3,17.0,0.8095238095238095,8.172643456722255,3,31.0,0.437510922311558,3,31.0
135.0,2,4.0,0.18181818181818182,7.888311313976933,2,21.0,0.41765337964588894,2,21.0
140.0,7,34.0,1.619047619047619,6.786589885573994,7,46.0,0.28988249138515076,7,46.0
