step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.81318002758923,0,0.0,0.961118616723487,0,0.0
10.0,0,0.0,0.0,12.855653653074558,0,0.0,0.9336043487622986,0,0.0
15.0,0,0.0,0.0,10.78483731275214,0,0.0,0.7205583393816991,0,0.0
20.0,4,17.0,0.85,9.681873259207286,4,17.0,0.6285372397600607,4,17.0
25.0,7,44.0,1.9130434782608696,8.0742255087218,7,44.0,0.5133696897122468,7,44.0
30.0,8,83.0,2.9642857142857144,7.6953541253591595,8,83.0,0.506010159791165,8,83.0
35.0,5,29.0,0.8787878787878788,7.290058559635525,5,86.0,0.47945592399262504,5,86.0
40.0,5,11.0,0.3142857142857143,7.801203420416092,5,45.0,0.48819862869875225,5,45.0
45.0,4,9.0,0.23684210526315788,7.191688748314126,4,53.0,0.4272057153993428,4,53.0
50.0,9,33.0,0.825,6.708287736773931,9,62.0,0.3689946447320858,9,62.0
55.0,10,37.0,0.9024390243902439,5.751520185226855,10,78.0,0.2967977581332367,10,78.0
60.0,10,38.0,0.95,5.233567316684029,10,90.0,0.2507571231562681,10,90.0
65.0,8,40.0,0.9523809523809523,5.5523572409304265,8,109.0,0.29282472724176273,8,109.0
70.0,7,24.0,0.5581395348837209,5.540065632122764,7,120.0,0.2383905227413014,7,120.0
75.0,11,31.0,0.6888888888888889,5.243038910282763,11,142.0,0.28547052814547846,11,142.0
80.0,12,43.0,0.9148936170212766,5.000429196640716,12,151.0,0.2553204966337949,12,151.0
85.0,11,37.0,0.7551020408163265,4.3464671259197365,11,169.0,0.21623449063494365,11,169.0
90.0,10,31.0,0.5961538461538461,4.9167078323944144,10,155.0,0.22982150313684713,10,155.0
95.0,9,31.0,0.5961538461538461,4.110973214750471,9,164.0,0.18035236633548674,9,164.0
100.0,11,38.0,0.7169811320754716,4.336030814025444,11,170.0,0.19050777606351635,11,170.0
105.0,11,32.0,0.6037735849056604,3.5262214172066426,11,179.0,0.13584412710473293,11,179.0
110.0,14,49.0,0.9074074074074074,4.447724004010435,14,168.0,0.18648721073869817,14,168.0
115.0,12,41.0,0.7735849056603774,4.043210712671043,12,198.0,0.17797342274285136,12,198.0
120.0,13,51.0,0.9444444444444444,4.168584473951974,13,205.0,0.18990993766369443,13,205.0
125.0,15,48.0,0.8727272727272727,3.883280056792173,15,225.0,0.15329423619503083,15,225.0
130.0,12,37.0,0.6271186440677966,4.46936119767558,12,237.0,0.2039248012069651,12,237.0
135.0,9,28.0,0.4827586206896552,4.145110112937913,9,232.0,0.176928296372108,9,232.0
140.0,11,35.0,0.6140350877192983,4.20430181721689,11,226.0,0.19030613929552168,11,226.0
145.0,12,77.0,1.2622950819672132,4.577583879663745,12,226.0,0.18313810151985424,12,226.0
150.0,14,74.0,1.2542372881355932,3.84175904012248,14,253.0,0.1572028188118984,14,253.0
155.0,17,63.0,1.125,3.9942737485307935,17,253.0,0.1717083727179565,17,253.0
160.0,16,91.0,1.5166666666666666,4.955066914930245,16,252.0,0.22715973124144348,16,252.0
165.0,17,89.0,1.3692307692307693,3.85640715161321,17,297.0,0.1837023674532379,17,297.0
170.0,19,82.0,1.2424242424242424,3.649808438808602,19,316.0,0.15650009394858053,19,316.0
175.0,19,68.0,1.0461538461538462,3.2314371869255143,19,361.0,0.13897318253072682,19,361.0
180.0,17,57.0,0.9047619047619048,3.1703478224906148,17,391.0,0.12628340366341478,17,391.0
185.0,14,41.0,0.6307692307692307,3.0404431623119943,14,399.0,0.13537939788790435,14,399.0
190.0,15,44.0,0.6470588235294118,3.3122099645409926,15,392.0,0.1346094186199531,15,392.0
195.0,13,40.0,0.5882352941176471,2.7092714794769823,13,423.0,0.11142300267838622,13,423.0
200.0,16,57.0,0.8507462686567164,2.913233437297594,16,429.0,0.1285783123966993,16,429.0
205.0,16,56.0,0.8,2.7793639828479217,16,446.0,0.11135917413556493,16,446.0
