step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.062150601545518,0,0.0,0.9573710715081719,0,0.0
10.0,0,0.0,0.0,13.175098038538891,0,0.0,0.9491903492267514,0,0.0
15.0,1,2.0,0.14285714285714285,11.072626652384601,1,2.0,0.8170015577071208,1,2.0
20.0,2,10.0,0.47619047619047616,10.024715678784416,2,10.0,0.6997778353866327,2,10.0
25.0,0,0.0,0.0,9.567434722256587,0,6.0,0.7123516097208517,0,6.0
30.0,3,5.0,0.16666666666666666,8.846327355556078,3,5.0,0.6081960850897437,3,5.0
35.0,5,29.0,0.7837837837837838,9.33781414332953,5,29.0,0.6181255548307284,5,29.0
40.0,9,65.0,1.5853658536585367,8.41477228296344,9,65.0,0.5268995213717169,9,65.0
45.0,12,117.0,2.8536585365853657,7.752142027977312,12,117.0,0.43719882102532265,12,117.0
50.0,10,68.0,1.7,5.790318614820893,10,136.0,0.31517851268088254,10,136.0
55.0,9,33.0,0.7674418604651163,6.154610044625041,9,119.0,0.33597954352652687,9,119.0
60.0,10,64.0,1.4545454545454546,7.126704948402118,10,99.0,0.3940051423399174,10,99.0
65.0,14,122.0,2.772727272727273,6.550384477734858,14,131.0,0.30818580690512304,14,131.0
70.0,14,96.0,2.0869565217391304,5.706046129191167,14,161.0,0.27714029726790457,14,161.0
75.0,12,51.0,1.0851063829787233,5.793847543038344,12,164.0,0.28315222958683806,12,164.0
80.0,13,79.0,1.7555555555555555,6.235488725462426,13,151.0,0.30589232835512364,13,151.0
85.0,12,133.0,2.8297872340425534,7.019213190575615,12,173.0,0.3557592244260767,12,173.0
90.0,17,209.0,4.644444444444445,6.548131443697341,17,219.0,0.33082407547057796,17,219.0
95.0,15,160.0,3.6363636363636362,5.022985140421853,15,254.0,0.25822592287040175,15,254.0
100.0,13,63.0,1.4,5.234038408733586,13,232.0,0.2485509533951304,13,232.0
105.0,13,82.0,1.9523809523809523,5.6113232970607045,13,183.0,0.2146477485804518,13,183.0
110.0,11,69.0,1.6428571428571428,5.667007789873039,11,216.0,0.2828868859592135,11,216.0
115.0,10,36.0,0.8181818181818182,6.027619186097095,10,212.0,0.3072873474820303,10,212.0
120.0,14,96.0,2.0425531914893615,6.584437356657204,14,214.0,0.3146439446383623,14,214.0
125.0,14,94.0,1.9183673469387754,5.684460910380476,14,235.0,0.30384062412153856,14,235.0
130.0,12,52.0,1.1304347826086956,4.374267454073204,12,182.0,0.210262393693323,12,182.0
135.0,13,78.0,1.5294117647058822,5.447239962716376,13,175.0,0.2657359706806175,13,175.0
140.0,14,75.0,1.3636363636363635,4.950478078079584,14,206.0,0.2550521408006654,14,206.0
145.0,16,64.0,1.2075471698113207,4.751492300529932,16,229.0,0.2239059734105454,16,229.0
150.0,16,104.0,2.0,4.811405293234387,16,257.0,0.18182767839733688,16,257.0
155.0,16,101.0,1.8363636363636364,4.739802935382423,16,291.0,0.23613177292873233,16,291.0
160.0,17,76.0,1.4339622641509433,4.21599087202309,17,288.0,0.17364174996128667,17,288.0
165.0,18,96.0,1.8461538461538463,4.351617458236286,18,292.0,0.14229568461810416,18,292.0
170.0,15,83.0,1.6274509803921569,4.357425085732112,15,327.0,0.2007862560183993,15,327.0
175.0,14,63.0,1.1886792452830188,5.162511249036128,14,309.0,0.2533585442684967,14,309.0
180.0,17,92.0,1.6727272727272726,5.0335225788172355,17,312.0,0.23110091824023515,17,312.0
185.0,16,91.0,1.5689655172413792,4.35442349368029,16,348.0,0.21568646495394433,16,348.0
190.0,17,79.0,1.3166666666666667,4.122653736955487,17,343.0,0.20629516886909738,17,343.0
195.0,19,106.0,1.6825396825396826,4.1545375565539455,19,328.0,0.16974264823033994,19,328.0
200.0,19,102.0,1.5454545454545454,3.5956801581943787,19,372.0,0.14914320554031588,19,372.0
205.0,21,96.0,1.5,3.84218298464061,21,373.0,0.1632788998163321,21,373.0
210.0,20,81.0,1.3278688524590163,3.1435139610333485,20,411.0,0.11606746819552761,20,411.0
215.0,15,52.0,0.8666666666666667,3.847956109372226,15,410.0,0.15189747016015262,15,410.0
220.0,14,34.0,0.5666666666666667,3.337899418681104,14,428.0,0.1553044094108708,14,428.0
225.0,13,47.0,0.7833333333333333,3.786583234318705,13,398.0,0.16843724875515434,13,398.0
230.0,17,106.0,1.65625,3.8696717244955305,17,407.0,0.14781990039555087,17,407.0
235.0,16,103.0,1.5846153846153845,3.1760582438379563,16,438.0,0.1295001035396784,16,438.0
240.0,18,81.0,1.265625,3.4180594240312105,18,428.0,0.15067788156465983,18,428.0
245.0,19,65.0,1.015625,2.875385802552705,19,480.0,0.1319258070352308,19,480.0
250.0,12,43.0,0.6323529411764706,3.2498883873225153,12,481.0,0.12740568868190777,12,481.0
