step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.81949784884354,0,0.0,0.9439846260644449,0,0.0
10.0,0,0.0,0.0,14.158582973043414,0,0.0,0.9204595214409025,0,0.0
15.0,0,0.0,0.0,13.210315457824771,0,0.0,0.9478449144685607,0,0.0
20.0,1,1.0,0.0625,10.835801379234713,1,1.0,0.75238093419898,1,1.0
25.0,4,15.0,0.7894736842105263,8.11976776101017,4,15.0,0.522531301140972,4,15.0
30.0,9,50.0,2.1739130434782608,6.385543529023607,9,50.0,0.3595444252315113,9,50.0
35.0,12,104.0,3.7142857142857144,6.514064022730729,12,104.0,0.4008436784385854,12,104.0
40.0,10,74.0,2.3870967741935485,5.631160790290444,10,132.0,0.3655567277647215,10,132.0
45.0,7,25.0,0.7575757575757576,5.832534973242353,7,105.0,0.3047078645946999,7,105.0
50.0,8,45.0,1.2857142857142858,7.485499407448966,8,90.0,0.3211521491993124,8,90.0
55.0,11,95.0,2.638888888888889,8.405290057157154,11,105.0,0.4790714885200343,11,105.0
60.0,11,150.0,3.9473684210526314,8.007221579531057,11,150.0,0.4101200548935802,11,150.0
65.0,15,216.0,6.0,6.32186237740079,15,216.0,0.2625796656480967,15,216.0
70.0,18,304.0,8.685714285714285,6.185932672689681,18,304.0,0.29216798769347346,18,304.0
75.0,13,204.0,6.0,5.277818658954598,13,319.0,0.24965093109352743,13,319.0
80.0,8,49.0,1.3243243243243243,6.8846574865906005,8,254.0,0.38413640912486774,8,254.0
85.0,5,33.0,0.7857142857142857,7.942776569049441,5,142.0,0.41334040304152786,5,142.0
90.0,7,63.0,1.5,7.971993034256686,7,111.0,0.4368969357067274,7,111.0
95.0,12,112.0,2.5454545454545454,7.862177897351272,12,113.0,0.43549086501074774,12,113.0
100.0,14,178.0,3.9555555555555557,7.773361491624146,14,178.0,0.4089543286084997,14,178.0
105.0,18,261.0,6.069767441860465,6.726952219530603,18,261.0,0.3160210404197835,18,261.0
110.0,16,180.0,4.090909090909091,5.784561751615428,16,285.0,0.28340426209522307,16,285.0
115.0,12,71.0,1.6136363636363635,5.4001197481549275,12,227.0,0.2427034796095648,12,227.0
120.0,12,79.0,1.7173913043478262,6.671559840267551,12,190.0,0.3485355437300352,12,190.0
125.0,13,138.0,2.816326530612245,7.415317476079835,13,168.0,0.3814458366950673,13,168.0
130.0,18,217.0,4.717391304347826,6.629880943536644,18,223.0,0.31842610111645364,18,223.0
135.0,22,319.0,6.934782608695652,6.183952143468246,22,319.0,0.25328280943361303,22,319.0
140.0,26,439.0,9.543478260869565,5.361964744182037,26,439.0,0.20384537075914344,26,439.0
145.0,22,370.0,8.604651162790697,4.154353909653221,22,498.0,0.18204167816123243,22,498.0
150.0,17,205.0,4.880952380952381,3.7923612175739043,17,467.0,0.18778887106516667,17,467.0
155.0,16,132.0,2.8085106382978724,5.709719603833217,16,380.0,0.2602708153556595,16,380.0
160.0,10,86.0,1.8297872340425532,6.429526677664319,10,328.0,0.3022944588102788,10,328.0
165.0,11,129.0,2.8043478260869565,6.760240280306245,11,284.0,0.39006897703529064,11,284.0
170.0,14,190.0,3.9583333333333335,6.388085151176504,14,255.0,0.34437518531605543,14,255.0
175.0,17,266.0,5.428571428571429,6.038844177432543,17,279.0,0.2903377243895565,17,279.0
180.0,13,167.0,3.34,5.839662123063125,13,288.0,0.29604634228686094,13,288.0
185.0,11,49.0,1.0208333333333333,5.870453385552389,11,232.0,0.27651740579056516,11,232.0
190.0,13,76.0,1.6170212765957446,6.049313296993065,13,163.0,0.25644873479513247,13,163.0
195.0,19,159.0,3.3125,6.51779968187644,19,186.0,0.32940471068864285,19,186.0
200.0,23,260.0,5.416666666666667,5.774900676444908,23,268.0,0.2621925466482115,23,268.0
205.0,26,382.0,8.127659574468085,5.121011753519456,26,390.0,0.17422997754630545,26,390.0
210.0,27,516.0,11.727272727272727,4.106185365418447,27,524.0,0.12100773002037755,27,524.0
215.0,24,462.0,9.428571428571429,4.275915374890044,24,588.0,0.207684740441017,24,588.0
220.0,20,274.0,5.956521739130435,4.469176924550714,20,566.0,0.20411526202701072,20,566.0
225.0,15,159.0,3.2448979591836733,6.166784209973483,15,475.0,0.2803737691746309,15,475.0
230.0,11,81.0,1.653061224489796,6.774083031324241,11,400.0,0.33533642277227027,11,400.0
235.0,11,103.0,2.1458333333333335,6.952091531210449,11,321.0,0.38288726132503337,11,321.0
240.0,16,171.0,3.717391304347826,6.48119037504603,16,261.0,0.33901659818354996,16,261.0
245.0,20,258.0,5.48936170212766,6.138201067825582,20,297.0,0.2907219701112333,20,297.0
250.0,15,184.0,3.7551020408163267,5.683329452611179,15,300.0,0.2908697260471693,15,300.0
255.0,12,86.0,1.6862745098039216,5.957891200510346,12,271.0,0.3045114158282341,12,271.0
260.0,10,66.0,1.2941176470588236,5.716710456894222,10,209.0,0.2840776743082069,10,209.0
265.0,14,127.0,2.3962264150943398,5.7498947333463,14,207.0,0.3050190882650886,14,207.0
270.0,22,222.0,4.188679245283019,5.54883540152958,22,246.0,0.2665658047761564,22,246.0
275.0,27,344.0,6.37037037037037,5.24340007767108,27,363.0,0.21604729598290603,27,363.0
280.0,30,490.0,8.909090909090908,5.01913824555336,30,509.0,0.2049848072688926,30,509.0
285.0,28,447.0,8.127272727272727,4.508203652747779,28,576.0,0.1945825810157056,28,576.0
290.0,24,310.0,5.7407407407407405,4.701884388838723,24,573.0,0.2044535196232338,24,573.0
295.0,20,230.0,4.509803921568627,4.747900723467357,20,516.0,0.19012243826276956,20,516.0
300.0,16,154.0,3.019607843137255,5.940309313478447,16,506.0,0.31101332708435664,16,506.0
305.0,15,171.0,3.2264150943396226,6.333167298032348,15,433.0,0.33901937806075366,15,433.0
310.0,19,255.0,4.553571428571429,5.638380599745927,19,404.0,0.279031145201428,19,404.0
315.0,23,363.0,6.368421052631579,5.535239672731687,23,433.0,0.2875389092090793,23,433.0
320.0,21,295.0,4.916666666666667,4.810534599149176,21,450.0,0.2422015022591504,21,450.0
325.0,21,160.0,2.622950819672131,4.727520052559974,21,433.0,0.19451257243460107,21,433.0
330.0,20,118.0,1.9344262295081966,4.941715201283653,20,399.0,0.20229543040197318,20,399.0
335.0,20,145.0,2.338709677419355,5.047326991995102,20,389.0,0.22584797945992435,20,389.0
340.0,23,246.0,3.967741935483871,4.806754607296179,23,397.0,0.2055606847068441,23,397.0
345.0,31,387.0,6.344262295081967,4.663728601699417,31,476.0,0.20359939529571605,31,476.0
350.0,36,555.0,9.568965517241379,4.331475922708923,36,608.0,0.17468123168577684,36,608.0
355.0,31,540.0,10.0,3.07087166549529,31,679.0,0.10944101482463436,31,679.0
360.0,26,398.0,7.107142857142857,4.592752663075801,26,686.0,0.19623183766166677,26,686.0
365.0,21,310.0,5.849056603773585,5.263170401765756,21,632.0,0.21906247160373132,21,632.0
370.0,16,183.0,3.519230769230769,5.87109347549975,16,582.0,0.277215980442255,16,582.0
375.0,16,190.0,3.877551020408163,6.389441506080047,16,529.0,0.3126223784743607,16,529.0
380.0,19,276.0,5.63265306122449,6.445994675159901,19,468.0,0.32671370701133134,19,468.0
385.0,19,371.0,7.2745098039215685,6.279339871090827,19,467.0,0.31048742567581716,19,467.0
390.0,18,279.0,5.166666666666667,5.668260788601048,18,449.0,0.2992533223913292,18,449.0
395.0,14,105.0,1.9444444444444444,4.952482420021003,14,370.0,0.2200022172331267,14,370.0
400.0,15,78.0,1.3928571428571428,5.221070800920539,15,309.0,0.24954918912238722,15,309.0
405.0,20,149.0,2.4833333333333334,5.142873615900436,20,287.0,0.23654398207889335,20,287.0
410.0,27,261.0,4.278688524590164,4.870371592413328,27,332.0,0.2012110126426485,27,332.0
415.0,29,399.0,6.879310344827586,4.532401515113981,29,450.0,0.1679480661748298,29,450.0
420.0,36,572.0,10.035087719298245,4.6038616209534755,36,621.0,0.16958012356722507,36,621.0
425.0,30,552.0,10.222222222222221,4.440731812916549,30,678.0,0.20460143936401778,30,678.0
430.0,24,396.0,7.764705882352941,3.9656532084646337,24,683.0,0.16429411153150358,24,683.0
435.0,21,297.0,5.823529411764706,5.103259619225373,21,617.0,0.2205848297207364,21,617.0
440.0,14,140.0,2.8,5.981437214840471,14,562.0,0.2615546990133528,14,562.0
445.0,14,159.0,3.1176470588235294,6.987111176823037,14,497.0,0.37859233494726824,14,497.0
450.0,17,236.0,4.538461538461538,7.113124980189509,17,445.0,0.3994262967907911,17,445.0
455.0,19,326.0,6.037037037037037,6.459621428843064,19,419.0,0.3357043410344163,19,419.0
460.0,20,252.0,4.666666666666667,4.898601380279261,20,437.0,0.2373557959041097,20,437.0
465.0,17,119.0,2.125,4.361236073364954,17,418.0,0.2058322263639201,17,418.0
470.0,19,113.0,1.9152542372881356,5.002802118190751,19,357.0,0.22382690968712907,19,357.0
475.0,20,167.0,2.693548387096774,4.970005186735103,20,379.0,0.23028580258905954,20,379.0
480.0,25,280.0,4.375,4.58869604825162,25,418.0,0.1979080583309641,25,418.0
485.0,30,421.0,6.682539682539683,4.697353933507538,30,515.0,0.20786620719739057,30,515.0
490.0,36,592.0,9.25,4.724237025444564,36,662.0,0.2197772740587432,36,662.0
495.0,31,565.0,9.112903225806452,4.1280412765337795,31,717.0,0.1994996197530805,31,717.0
500.0,27,413.0,6.883333333333334,3.8536816967104746,27,704.0,0.16784832008836326,27,704.0
505.0,25,325.0,5.508474576271187,4.190002447095694,25,657.0,0.15880250891709324,25,657.0
510.0,23,224.0,4.0,4.507894059838841,23,661.0,0.1734277777699817,23,661.0
515.0,23,266.0,4.836363636363636,5.509847527723771,23,606.0,0.25496666210668434,23,606.0
520.0,23,381.0,7.188679245283019,5.867774365747499,23,568.0,0.25556543329646086,23,568.0
525.0,26,505.0,9.351851851851851,5.6938839166520765,26,596.0,0.2654681785424572,26,596.0
530.0,20,436.0,8.074074074074074,5.059371913273149,20,605.0,0.24943745073909085,20,605.0
535.0,16,241.0,4.155172413793103,5.03899042445087,16,575.0,0.22572981934578004,16,575.0
540.0,19,122.0,2.033333333333333,4.982248701392698,19,490.0,0.23293330438525306,19,490.0
545.0,17,131.0,2.046875,4.690125081935664,17,442.0,0.1917941384431224,17,442.0
550.0,24,239.0,3.6769230769230767,4.693896110378586,24,411.0,0.1909836269984482,24,411.0
555.0,30,373.0,5.7384615384615385,4.709425866944078,30,445.0,0.18649573717635906,30,445.0
560.0,35,539.0,8.836065573770492,4.4089389552777005,35,589.0,0.18160910506815045,35,589.0
565.0,32,524.0,8.88135593220339,4.0793825202106335,32,647.0,0.17102339009249032,32,647.0
570.0,26,392.0,6.87719298245614,4.253352614019639,26,669.0,0.1966989413902236,26,669.0
575.0,22,284.0,5.071428571428571,4.715244154931699,22,618.0,0.20924782082041823,22,618.0
580.0,18,182.0,3.192982456140351,5.3540598148254865,18,562.0,0.23181070104889548,18,562.0
585.0,21,238.0,4.175438596491228,5.855939022912157,21,560.0,0.2831414292290497,21,560.0
590.0,24,351.0,6.051724137931035,5.774715883163757,24,530.0,0.26646994156302467,24,530.0
595.0,27,483.0,8.327586206896552,5.426102805922618,27,548.0,0.24881900400269677,27,548.0
600.0,27,431.0,7.183333333333334,4.39313394532454,27,598.0,0.19079570589092268,27,598.0
605.0,24,283.0,4.564516129032258,4.1775024069615405,24,600.0,0.18836026799712804,24,600.0
610.0,26,224.0,3.5555555555555554,4.391241729076895,26,555.0,0.1880110949703195,26,555.0
615.0,24,208.0,3.25,4.4550562280213875,24,569.0,0.20990990351927774,24,569.0
620.0,23,255.0,3.923076923076923,4.523567833721369,23,539.0,0.2001656995907376,23,539.0
625.0,31,391.0,6.015384615384615,4.46376814373185,31,575.0,0.19806472816520587,31,575.0
630.0,34,557.0,8.703125,4.540873455514589,34,664.0,0.1935543335599968,34,664.0
635.0,32,536.0,8.375,3.936721474663921,32,734.0,0.16932434954990855,32,734.0
640.0,27,401.0,6.573770491803279,3.997927366953413,27,702.0,0.1656444390935709,27,702.0
645.0,25,305.0,5.258620689655173,4.000631375233004,25,695.0,0.13691486177934192,25,695.0
650.0,23,239.0,4.267857142857143,4.98280136408479,23,679.0,0.21390132093259281,23,679.0
655.0,22,283.0,5.2407407407407405,5.331857931460763,22,663.0,0.23289313799829964,22,663.0
660.0,24,400.0,7.407407407407407,6.0014464823447975,24,636.0,0.2709758420476285,24,636.0
665.0,26,525.0,9.545454545454545,5.791332136990616,26,645.0,0.2571270567787486,26,645.0
670.0,21,451.0,7.912280701754386,5.02577752494998,21,655.0,0.23665671300787,21,655.0
675.0,18,250.0,4.385964912280702,4.72919297501509,18,594.0,0.21383930366556983,18,594.0
680.0,17,109.0,1.847457627118644,4.557821807044881,17,497.0,0.1922266081097016,17,497.0
685.0,20,151.0,2.4754098360655736,4.935443897256519,20,425.0,0.17467860394474855,20,425.0
690.0,24,257.0,4.508771929824562,5.1821265396600475,24,425.0,0.2268327500640882,24,425.0
695.0,30,394.0,6.793103448275862,5.743708539653656,30,463.0,0.25018916973508987,30,463.0
700.0,30,544.0,9.714285714285714,5.6163128735300045,30,596.0,0.26398991056432186,30,596.0
705.0,26,499.0,8.910714285714286,3.8420561682171113,26,625.0,0.16341544908943129,26,625.0
710.0,26,351.0,6.622641509433962,3.588547624765087,26,633.0,0.12080362812385237,26,633.0
715.0,23,263.0,5.0576923076923075,4.527879535582563,23,583.0,0.17601045593128822,23,583.0
720.0,16,168.0,3.169811320754717,6.232902491356428,16,570.0,0.32521578607633983,16,570.0
725.0,16,201.0,3.8653846153846154,6.294060682597035,16,483.0,0.29416756659523974,16,483.0
730.0,20,290.0,5.8,6.249626618186991,20,424.0,0.2945384730009306,20,424.0
735.0,21,393.0,7.415094339622642,6.466231575659139,21,447.0,0.33256854133978714,21,447.0
